order_id,order_date,price,quantity,returned,payment_method,delivery_days,region
1045,2024-04-26,371.89,NaN,No,,,East
1000,2024-04-05,255.78,2,No,Credit,4.0,East
1021,2024-04-21,437.08,NaN,No,Credit,7.0,West
1078,2024-04-17,349.48,4,Yes,,,West
1052,2024-04-21,93.51,4,No,,,North
1021,2024-04-02,76.89,3,No,Credit,5.0,South
1044,2024-04-14,191.18,2,No,Pix,10.0,North
1100,2024-04-17,105.31,3,No,Credit,8.0,South
1097,2024-04-16,256.01,5,Yes,,,North
1002,2024-04-11,434.5,5,Yes,Pix,8.0,West
1009,2024-04-15,331.22,2,No,Debit,5.0,South
1059,2024-04-03,75.67,1,Yes,Credit,5.0,West
1018,2024-04-02,303.03,4,No,  Credit  ,1.0,West
1081,2024-04-08,447.45,5,No,,,East
1071,2024-04-22,176.1,NaN,Yes,Debit,4.0,East
1017,2024-04-26,252.39,NaN,No,Credit,7.0,East
1080,2024-04-13,19.41,3,Yes,Cash,10.0,North
1040,2024-04-07,447.95,4,No,Cash,10.0,South
1088,2024-04-06,398.27,1,Yes,Pix,7.0,North
1005,2024-04-24,371.5,1,No,Debit,1.0,South
1001,2024-04-01,error,3,Yes,Pix,1.0,North
1067,2024-04-21,391.23,4,No,,,East
1043,2024-04-18,261.59,5,Yes,,,East
1048,2024-04-24,31.71,1,No,Cash,1.0,East
1075,2024-04-14,362.98,NaN,No,Cash,7.0,West
1063,2024-04-06,149.34,4,No,,,North
1097,2024-04-18,377.6,5,No,Pix,5.0,South
1042,2024-04-11,479.92,4,Yes,Debit,2.0,East
1049,2024-04-08,377.87,2,No,Debit,3.0,North
1012,2024-04-14,14.74,5,No,Cash,7.0,East
1019,2024-04-07,185.99,5,No,Credit,6.0,North
1092,2024-04-18,58.23,2,Yes,  Credit  ,5.0,North
1047,2024-04-13,329.18,1,No,Pix,5.0,West
1057,2024-04-23,error,3,No,,,North
1007,2024-04-14,154.24,5,No,Credit,4.0,South
1071,2024-04-26,88.61,3,No,  Credit  ,5.0,East
1003,2024-04-11,431.46,3,No,Pix,8.0,West
1059,2024-04-11,122.82,4,Yes,Credit,7.0,West
1042,2024-04-21,413.65,5,No,,,West
1054,2024-04-06,error,5,No,Credit,10.0,South
1095,2024-04-28,21.04,2,Yes,Credit,1.0,West
1052,2024-04-21,498.8,1,No,Cash,8.0,West
1045,2024-04-03,137.82,2,Yes,Credit,7.0,West
1061,2024-04-03,369.65,3,Yes,,,East
1040,2024-04-15,71.21,5,Yes,Credit,4.0,East
1018,2024-04-17,115.92,3,Yes,,,South
1030,2024-04-03,error,2,Yes,Debit,9.0,West
1032,2024-04-14,394.93,NaN,Yes,Cash,2.0,South
1048,2024-04-19,error,3,No,,,North
1039,2024-04-04,299.01,2,No,Pix,8.0,North
1087,2024-04-07,79.3,5,No,  Credit  ,1.0,South
1066,2024-04-23,error,1,Yes,Cash,9.0,East
1011,2024-04-07,292.59,5,No,Credit,8.0,South
1066,2024-04-21,102.73,1,No,Pix,9.0,North
1089,2024-04-24,32.27,1,Yes,,,North
1029,2024-04-06,314.35,1,Yes,,,North
1002,2024-04-12,160.89,5,No,Cash,5.0,North
1017,2024-04-11,55.18,1,Yes,Cash,3.0,South
1040,2024-04-12,error,1,Yes,Pix,7.0,North
1021,2024-04-07,104.79,NaN,No,Pix,1.0,East
1083,2024-04-04,136.15,1,No,Debit,4.0,East
1016,2024-04-12,424.65,1,No,Credit,8.0,North
1043,2024-04-17,185.63,2,No,Pix,10.0,North
1006,2024-04-06,367.63,NaN,No,Debit,9.0,West
1070,2024-04-18,499.52,1,No,Pix,2.0,South
1031,2024-04-12,423.52,4,Yes,,,South
1057,2024-04-12,170.58,5,No,,,South
1090,2024-04-05,298.61,2,No,Pix,1.0,North
1091,2024-04-26,13.4,2,Yes,,,South
1009,2024-04-08,237.1,3,Yes,,,South
1026,2024-04-14,198.74,1,Yes,Debit,6.0,South
1062,2024-04-23,369.0,4,Yes,,,South
1048,2024-04-20,474.06,4,No,,,North
1081,2024-04-07,366.43,4,Yes,,,North
1071,2024-04-10,498.67,3,No,Credit,5.0,West
1019,2024-04-22,438.57,2,No,  Credit  ,4.0,East
1048,2024-04-08,375.71,4,Yes,,,East
1082,2024-04-23,475.55,3,Yes,,,East
1062,2024-04-26,21.81,5,No,  Credit  ,1.0,East
1032,2024-04-12,298.94,3,No,Debit,3.0,South
1085,2024-04-28,268.18,1,No,  Credit  ,5.0,East
1029,2024-04-16,187.36,2,No,Credit,10.0,South
1041,2024-04-15,21.88,2,Yes,Debit,8.0,South
1060,2024-04-01,265.82,4,No,Cash,7.0,East
1028,2024-04-06,358.32,NaN,No,  Credit  ,1.0,East
1035,2024-04-13,288.64,5,No,Cash,9.0,West
1083,2024-04-27,322.25,1,Yes,  Credit  ,7.0,East
1005,2024-04-03,283.16,NaN,Yes,Credit,9.0,North
1021,2024-04-24,124.8,5,Yes,Cash,1.0,North
1017,2024-04-24,67.53,3,No,  Credit  ,10.0,West
1038,2024-04-04,347.32,3,No,Cash,1.0,North
1003,2024-04-14,228.72,2,No,,,West
1000,2024-04-26,428.24,5,No,  Credit  ,2.0,East
1070,2024-04-17,error,5,Yes,,,West
1010,2024-04-14,386.76,2,Yes,Debit,2.0,North
1037,2024-04-16,267.07,5,No,Credit,4.0,East
1025,2024-04-02,340.18,2,Yes,,,North
1055,2024-04-18,392.59,NaN,No,Pix,3.0,South
1085,2024-04-11,136.83,5,Yes,Cash,4.0,East
1062,2024-04-14,237.09,1,Yes,Debit,10.0,West
1092,2024-04-22,370.82,3,No,,,South
1029,2024-04-25,95.54,3,Yes,Cash,4.0,South
1043,2024-04-18,204.85,4,No,Credit,5.0,West
1070,2024-04-23,180.39,1,No,Cash,7.0,South
1072,2024-04-14,351.0,4,No,Credit,8.0,North
1018,2024-04-16,450.32,1,Yes,Debit,9.0,West
1045,2024-04-23,398.6,3,Yes,Cash,2.0,South
1094,2024-04-28,132.6,2,Yes,Cash,9.0,West
1011,2024-04-02,352.61,2,No,,,East
1044,2024-04-21,140.94,1,Yes,,,East
1060,2024-04-24,26.34,3,No,  Credit  ,7.0,North
1026,2024-04-02,378.54,5,No,  Credit  ,4.0,East
1016,2024-04-19,44.62,2,No,  Credit  ,10.0,East
1090,2024-04-15,160.84,5,Yes,Cash,10.0,West
1033,2024-04-04,193.17,1,No,  Credit  ,1.0,West
1000,2024-04-15,125.61,5,Yes,  Credit  ,6.0,East
1069,2024-04-23,401.44,1,Yes,Pix,4.0,West
1091,2024-04-18,210.41,4,No,Pix,8.0,South
1074,2024-04-01,106.8,2,Yes,Debit,10.0,South
1026,2024-04-24,error,3,Yes,,,West
1086,2024-04-10,75.03,NaN,No,  Credit  ,4.0,West
1036,2024-04-12,129.63,3,No,  Credit  ,2.0,West
1075,2024-04-07,424.59,5,Yes,Cash,3.0,West
1089,2024-04-21,170.72,1,No,Pix,10.0,East
1067,2024-04-28,52.36,1,Yes,,,South
1068,2024-04-01,147.51,3,Yes,  Credit  ,4.0,South
1006,2024-04-17,117.8,5,No,  Credit  ,10.0,North
1056,2024-04-26,269.93,2,Yes,Credit,8.0,East
1089,2024-04-14,172.83,3,Yes,Credit,9.0,West
1086,2024-04-05,435.63,4,No,Debit,1.0,East
1048,2024-04-05,468.6,5,Yes,Credit,5.0,West
1023,2024-04-09,32.77,5,Yes,,,South
1022,2024-04-15,303.57,1,Yes,Debit,5.0,North
1092,2024-04-25,231.66,2,Yes,,,West
1058,2024-04-26,427.83,1,No,,,East
1098,2024-04-28,119.21,1,Yes,Cash,1.0,South
1096,2024-04-25,408.77,4,Yes,Cash,3.0,East
1081,2024-04-15,494.58,4,Yes,,,North
1037,2024-04-21,255.4,2,Yes,,,South
1088,2024-04-25,326.42,1,No,  Credit  ,2.0,North
1028,2024-04-06,error,5,Yes,Cash,1.0,East
1057,2024-04-18,207.16,2,No,,,West
1031,2024-04-21,389.91,4,No,Cash,3.0,East
1091,2024-04-02,232.48,3,Yes,  Credit  ,2.0,South
1066,2024-04-25,319.05,5,No,  Credit  ,2.0,West
1016,2024-04-05,494.84,3,No,,,South
1007,2024-04-28,45.97,4,Yes,Pix,10.0,West
1054,2024-04-06,302.0,NaN,No,Cash,4.0,East
1006,2024-04-28,210.97,3,Yes,Cash,10.0,East
