order_id,order_date,price,quantity,returned,payment_method,delivery_days,region
1027,2024-03-20,412.77,5,Yes,Debit,1.0,South
1092,2024-03-17,error,5,No,Credit,9.0,West
1014,2024-03-09,353.89,4,Yes,  Credit  ,2.0,South
1079,2024-03-04,232.22,5,Yes,Pix,7.0,West
1088,2024-03-16,256.74,3,Yes,  Credit  ,5.0,East
1030,2024-03-10,370.52,2,Yes,Cash,3.0,East
1098,2024-03-09,38.26,4,No,Credit,5.0,East
1073,2024-03-02,15.9,2,No,,,West
1095,2024-03-03,240.71,3,Yes,Pix,1.0,North
1080,2024-03-25,29.33,3,Yes,Credit,9.0,North
1031,2024-03-22,473.37,1,Yes,,,West
1047,2024-03-13,264.54,4,No,Pix,1.0,East
1017,2024-03-18,error,5,Yes,Cash,6.0,South
1048,2024-03-15,399.79,2,Yes,Cash,7.0,West
1041,2024-03-15,131.57,3,Yes,Credit,6.0,North
1017,2024-03-20,316.88,5,No,,,South
1069,2024-03-24,253.7,5,Yes,Credit,2.0,North
1063,2024-03-20,60.98,1,Yes,  Credit  ,10.0,South
1032,2024-03-14,305.9,4,No,,,North
1090,2024-03-24,116.33,2,No,Pix,3.0,North
1056,2024-03-28,257.15,5,Yes,,,West
1063,2024-03-04,error,1,Yes,Credit,2.0,South
1072,2024-03-05,387.56,5,No,,,North
1070,2024-03-07,454.95,1,Yes,  Credit  ,2.0,East
1051,2024-03-02,error,4,No,Debit,10.0,East
1063,2024-03-17,325.36,5,No,  Credit  ,3.0,East
1021,2024-03-17,151.99,1,No,,,South
1039,2024-03-05,129.96,1,No,,,East
1023,2024-03-23,144.74,2,Yes,Pix,1.0,North
1097,2024-03-21,59.52,2,No,  Credit  ,6.0,South
1089,2024-03-10,104.42,1,Yes,Cash,2.0,East
1069,2024-03-23,474.33,2,Yes,Debit,5.0,South
1087,2024-03-24,81.25,3,Yes,Pix,3.0,South
1006,2024-03-02,148.78,3,Yes,  Credit  ,1.0,West
1082,2024-03-01,324.81,1,No,  Credit  ,2.0,North
1100,2024-03-18,347.92,5,Yes,Cash,6.0,East
1092,2024-03-02,424.19,1,Yes,Pix,4.0,East
1082,2024-03-27,277.71,5,No,,,East
1083,2024-03-20,226.12,2,Yes,Debit,2.0,South
1034,2024-03-18,82.41,NaN,Yes,  Credit  ,9.0,South
1038,2024-03-11,148.84,3,No,,,South
1056,2024-03-07,173.03,3,Yes,,,North
1022,2024-03-02,371.18,1,Yes,,,South
1055,2024-03-27,20.37,5,No,Pix,2.0,West
1087,2024-03-01,145.23,3,Yes,Pix,1.0,West
1043,2024-03-27,error,1,No,,,North
1032,2024-03-21,108.62,3,Yes,,,North
1069,2024-03-28,46.99,2,Yes,Pix,4.0,West
1002,2024-03-09,409.77,5,Yes,Debit,5.0,West
1007,2024-03-20,258.67,4,Yes,,,North
1098,2024-03-20,451.09,NaN,Yes,,,North
1056,2024-03-28,276.68,4,No,,,East
1024,2024-03-25,154.59,1,Yes,Cash,5.0,North
1075,2024-03-10,121.46,3,No,,,East
1064,2024-03-03,384.15,5,No,  Credit  ,8.0,North
1056,2024-03-06,39.67,3,Yes,Debit,3.0,North
1015,2024-03-02,308.78,1,No,,,South
1091,2024-03-12,442.7,3,Yes,Credit,9.0,West
1087,2024-03-15,295.36,4,No,  Credit  ,5.0,East
1000,2024-03-18,357.51,3,No,Credit,5.0,East
1016,2024-03-02,51.27,5,No,Debit,1.0,West
1086,2024-03-16,361.02,NaN,Yes,Cash,6.0,West
1057,2024-03-26,426.47,2,Yes,Cash,1.0,North
1002,2024-03-02,283.12,1,Yes,Cash,4.0,North
1082,2024-03-22,357.01,5,No,Debit,5.0,South
1047,2024-03-18,165.28,4,Yes,,,West
1094,2024-03-04,247.72,1,Yes,Credit,6.0,West
1028,2024-03-02,366.19,3,Yes,Cash,6.0,North
1069,2024-03-07,22.07,2,No,Debit,1.0,South
1070,2024-03-06,330.55,1,Yes,Cash,1.0,South
1021,2024-03-05,11.82,4,Yes,Cash,5.0,West
1013,2024-03-11,464.56,5,Yes,  Credit  ,1.0,South
1098,2024-03-17,239.29,2,No,Cash,4.0,West
1014,2024-03-08,205.12,4,Yes,,,South
1029,2024-03-13,451.21,2,No,Credit,2.0,West
1039,2024-03-05,67.68,5,Yes,  Credit  ,9.0,West
1059,2024-03-22,356.36,1,No,,,West
1030,2024-03-05,161.32,4,Yes,Pix,7.0,West
1054,2024-03-01,102.14,3,No,  Credit  ,1.0,South
1051,2024-03-19,167.82,3,No,Credit,4.0,West
1086,2024-03-12,264.79,NaN,No,Pix,1.0,East
1019,2024-03-18,93.05,2,Yes,,,West
1093,2024-03-14,173.68,3,Yes,Debit,1.0,East
1067,2024-03-07,195.08,2,Yes,Cash,10.0,East
1023,2024-03-11,193.93,2,Yes,Cash,10.0,West
1009,2024-03-04,404.27,2,No,Pix,6.0,South
1011,2024-03-14,79.39,4,No,Pix,4.0,West
1054,2024-03-01,106.21,5,Yes,Cash,9.0,East
1073,2024-03-03,error,3,Yes,Cash,9.0,West
1024,2024-03-18,138.8,3,No,Debit,6.0,North
1084,2024-03-02,81.15,5,No,Pix,8.0,West
1008,2024-03-17,442.08,4,Yes,  Credit  ,2.0,South
1022,2024-03-13,388.83,4,Yes,,,West
1061,2024-03-20,error,1,No,Pix,9.0,North
1040,2024-03-20,143.63,2,No,Cash,7.0,North
1063,2024-03-11,253.22,4,No,Debit,10.0,East
1037,2024-03-23,470.25,2,Yes,,,North
1066,2024-03-27,89.22,1,No,Credit,9.0,West
1077,2024-03-07,417.0,4,Yes,Pix,9.0,South
1086,2024-03-23,119.27,2,Yes,Credit,7.0,North
1064,2024-03-01,380.32,5,No,Credit,6.0,North
1087,2024-03-23,448.98,4,No,Credit,5.0,West
1022,2024-03-23,217.28,3,Yes,Credit,6.0,West
1032,2024-03-08,435.81,5,No,Pix,5.0,South
1079,2024-03-09,15.08,4,No,Cash,6.0,West
1087,2024-03-25,38.74,5,No,  Credit  ,4.0,South
1031,2024-03-28,290.93,1,Yes,Debit,9.0,North
1091,2024-03-13,error,4,Yes,Debit,1.0,East
1088,2024-03-19,288.43,4,Yes,Cash,6.0,West
1095,2024-03-12,101.17,3,Yes,  Credit  ,10.0,South
1026,2024-03-21,204.33,1,No,,,East
1016,2024-03-25,469.92,5,No,,,East
1094,2024-03-23,242.59,3,No,  Credit  ,10.0,West
1039,2024-03-27,141.73,5,No,Credit,8.0,East
1027,2024-03-12,221.31,3,No,Pix,5.0,East
1068,2024-03-25,93.73,5,Yes,  Credit  ,7.0,East
1071,2024-03-15,209.17,4,Yes,Credit,5.0,East
1044,2024-03-16,297.45,3,No,,,North
1086,2024-03-21,273.26,1,No,,,West
1014,2024-03-19,115.14,2,No,Pix,4.0,South
1099,2024-03-13,325.28,3,No,,,South
1080,2024-03-17,411.75,4,Yes,Cash,9.0,East
1080,2024-03-12,109.72,2,No,Pix,4.0,South
1013,2024-03-09,409.49,4,No,Pix,3.0,West
1003,2024-03-12,248.58,3,No,,,West
1044,2024-03-03,88.18,5,No,Cash,1.0,North
1097,2024-03-05,375.24,3,No,Debit,9.0,East
1038,2024-03-01,241.68,NaN,Yes,Debit,7.0,North
1041,2024-03-27,214.96,4,No,Credit,6.0,North
1028,2024-03-19,227.6,4,No,Credit,5.0,North
1095,2024-03-17,error,4,Yes,Pix,5.0,North
1006,2024-03-19,334.18,3,No,  Credit  ,10.0,North
1089,2024-03-14,421.71,4,Yes,Cash,10.0,North
1080,2024-03-20,343.77,4,No,  Credit  ,4.0,East
1001,2024-03-26,303.1,4,No,Pix,4.0,North
1063,2024-03-28,17.59,3,Yes,Credit,2.0,East
1091,2024-03-24,264.04,1,Yes,,,East
1034,2024-03-24,337.54,3,Yes,,,West
1068,2024-03-21,error,5,Yes,,,South
1059,2024-03-03,232.8,4,No,  Credit  ,3.0,North
1085,2024-03-26,71.03,4,No,  Credit  ,3.0,North
1013,2024-03-13,104.81,1,Yes,,,East
1009,2024-03-12,487.32,5,No,Debit,5.0,North
1064,2024-03-27,144.1,1,Yes,Credit,6.0,West
1042,2024-03-22,489.71,1,Yes,  Credit  ,1.0,East
1064,2024-03-01,481.6,1,No,,,West
1035,2024-03-16,346.0,NaN,No,,,South
1006,2024-03-20,472.26,4,Yes,Pix,4.0,West
1096,2024-03-11,472.68,3,No,Credit,8.0,West
1089,2024-03-06,10.19,3,Yes,,,South
1096,2024-03-08,23.58,3,Yes,  Credit  ,7.0,East
1067,2024-03-06,186.86,NaN,Yes,,,West
1094,2024-03-08,68.89,1,Yes,Credit,9.0,South
1070,2024-03-10,19.69,5,Yes,Debit,5.0,East
1061,2024-03-27,69.2,4,No,Pix,8.0,West
1027,2024-03-16,469.97,4,No,Pix,10.0,West
1020,2024-03-12,386.06,4,No,Pix,5.0,East
1092,2024-03-22,203.3,3,No,Debit,2.0,West
1021,2024-03-12,389.45,2,No,Debit,7.0,North
1071,2024-03-02,250.22,4,Yes,,,East
1070,2024-03-12,381.96,2,No,Credit,3.0,South
1055,2024-03-11,454.08,2,No,Credit,8.0,West
1015,2024-03-15,56.19,4,No,  Credit  ,6.0,South
1082,2024-03-03,158.29,4,Yes,,,West
1016,2024-03-23,223.08,1,Yes,,,East
1038,2024-03-22,355.03,4,Yes,Credit,3.0,West
1074,2024-03-16,120.47,3,No,Credit,4.0,West
1059,2024-03-05,470.14,NaN,Yes,  Credit  ,1.0,North
1092,2024-03-21,262.0,5,Yes,  Credit  ,9.0,North
1042,2024-03-04,error,2,No,Pix,8.0,West
1098,2024-03-20,error,2,No,  Credit  ,1.0,West
1095,2024-03-28,14.31,5,Yes,Pix,1.0,East
1068,2024-03-23,296.67,3,No,Cash,5.0,North
1034,2024-03-15,error,4,No,Debit,1.0,North
1054,2024-03-07,371.72,1,Yes,Cash,5.0,East
1069,2024-03-19,453.77,3,Yes,Pix,8.0,West
1055,2024-03-18,382.81,3,No,,,North
1098,2024-03-26,178.27,NaN,No,Debit,4.0,West
1047,2024-03-13,203.48,3,No,Pix,2.0,South
1059,2024-03-03,304.39,2,Yes,,,East
1086,2024-03-14,49.07,4,No,,,South
1017,2024-03-05,439.22,2,No,,,West
1080,2024-03-13,412.4,4,No,,,South
1049,2024-03-03,80.04,1,Yes,  Credit  ,7.0,West
1094,2024-03-14,360.65,3,Yes,,,North
1019,2024-03-02,117.17,2,Yes,Pix,6.0,South
1023,2024-03-10,219.45,1,No,,,West
1089,2024-03-27,335.36,1,No,Debit,4.0,North
1065,2024-03-04,406.1,1,No,Credit,9.0,North
1038,2024-03-12,402.66,1,Yes,,,North
1015,2024-03-23,495.4,2,No,  Credit  ,8.0,East
1026,2024-03-09,398.91,5,Yes,Credit,10.0,East
1006,2024-03-17,442.54,1,No,Cash,1.0,South
1027,2024-03-28,206.03,1,Yes,Debit,9.0,East
1031,2024-03-23,79.56,4,No,Debit,2.0,North
1055,2024-03-23,55.47,2,Yes,,,South
1072,2024-03-24,192.21,3,Yes,Pix,6.0,North
1046,2024-03-03,error,2,Yes,Cash,9.0,North
1060,2024-03-06,326.85,5,Yes,Pix,6.0,North
1073,2024-03-25,345.08,3,Yes,Debit,8.0,South
1072,2024-03-19,97.28,1,Yes,Credit,7.0,North
1055,2024-03-19,472.01,5,Yes,,,North
1075,2024-03-10,251.33,2,No,  Credit  ,9.0,North
1051,2024-03-15,135.43,3,No,Pix,10.0,North
1070,2024-03-06,64.24,4,No,,,North
1039,2024-03-07,318.75,5,Yes,  Credit  ,5.0,East
1054,2024-03-06,225.05,2,Yes,Credit,9.0,East
1034,2024-03-24,136.83,5,No,Cash,7.0,East
1064,2024-03-05,337.63,4,Yes,Debit,9.0,South
1099,2024-03-02,289.76,3,Yes,,,East
1041,2024-03-27,368.43,5,Yes,Cash,9.0,East
1030,2024-03-08,43.34,1,No,Debit,2.0,West
1066,2024-03-18,229.81,4,No,  Credit  ,7.0,South
1049,2024-03-05,297.07,4,Yes,Credit,3.0,East
1010,2024-03-03,427.17,5,No,Credit,10.0,West
1038,2024-03-13,error,2,Yes,  Credit  ,6.0,North
1071,2024-03-15,184.04,2,No,Credit,1.0,East
1021,2024-03-04,435.05,1,No,  Credit  ,5.0,North
1062,2024-03-26,417.64,5,Yes,Credit,6.0,South
1066,2024-03-03,41.99,3,No,Debit,6.0,North
1084,2024-03-22,92.29,2,Yes,  Credit  ,6.0,North
1082,2024-03-12,58.02,NaN,No,Credit,7.0,West
1048,2024-03-09,451.66,5,Yes,Credit,7.0,West
1044,2024-03-28,19.06,1,No,Credit,4.0,East
1043,2024-03-06,320.73,5,No,Debit,1.0,West
1092,2024-03-08,99.92,2,Yes,,,South
1050,2024-03-07,110.93,4,Yes,Pix,3.0,East
1064,2024-03-18,275.99,4,Yes,Pix,6.0,East
1068,2024-03-03,175.6,2,Yes,,,North
1044,2024-03-07,329.65,2,Yes,Pix,5.0,North
1087,2024-03-18,113.75,5,Yes,Debit,1.0,East
1020,2024-03-09,81.07,5,No,Debit,5.0,East
1070,2024-03-12,392.42,4,Yes,Credit,9.0,North
1037,2024-03-16,168.45,3,Yes,Credit,4.0,West
1033,2024-03-17,224.87,1,Yes,Debit,7.0,South
1029,2024-03-01,21.35,3,Yes,Pix,9.0,East
1094,2024-03-15,104.38,1,Yes,Cash,5.0,West
1029,2024-03-16,17.48,1,Yes,,,West
1021,2024-03-05,110.34,5,No,Pix,8.0,North
1082,2024-03-23,error,5,Yes,Debit,4.0,South
1033,2024-03-28,244.38,4,Yes,Cash,7.0,South
1070,2024-03-08,244.8,3,Yes,,,South
1098,2024-03-25,error,1,Yes,,,North
1053,2024-03-19,338.25,3,No,Pix,4.0,North
1058,2024-03-16,449.59,4,No,Pix,1.0,North
1011,2024-03-05,217.08,4,No,,,West
1046,2024-03-06,191.2,4,Yes,,,North
1018,2024-03-23,153.44,4,Yes,,,South
1037,2024-03-23,78.99,1,Yes,  Credit  ,3.0,West
1033,2024-03-18,272.44,1,Yes,Debit,3.0,West
1068,2024-03-11,319.15,5,Yes,,,West
1044,2024-03-19,153.29,3,Yes,Debit,10.0,North
1064,2024-03-23,402.78,1,Yes,Cash,2.0,East
1002,2024-03-13,186.22,3,Yes,Cash,10.0,West
1043,2024-03-12,error,1,Yes,Pix,4.0,East
1003,2024-03-22,290.21,3,Yes,Credit,10.0,South
1088,2024-03-25,42.18,5,No,,,West
1029,2024-03-20,19.49,4,No,  Credit  ,7.0,North
1011,2024-03-18,12.52,5,No,,,North
1089,2024-03-19,375.81,1,Yes,Credit,2.0,South
1008,2024-03-16,146.14,5,Yes,,,West
1018,2024-03-25,210.28,2,No,,,West
1063,2024-03-01,496.86,3,No,Cash,9.0,West
1016,2024-03-15,291.84,5,No,Cash,6.0,South
1069,2024-03-03,327.04,3,No,Debit,3.0,South
1086,2024-03-13,268.94,2,No,,,North
1069,2024-03-24,361.03,2,Yes,Credit,2.0,South
1078,2024-03-21,140.17,4,Yes,Credit,1.0,East
1066,2024-03-12,error,1,No,  Credit  ,1.0,East
1031,2024-03-12,415.87,1,No,  Credit  ,9.0,West
1021,2024-03-23,395.64,2,No,,,South
1013,2024-03-04,60.65,4,No,Pix,5.0,North
1090,2024-03-06,32.15,5,No,  Credit  ,8.0,West
1028,2024-03-03,201.04,3,No,  Credit  ,8.0,East
1084,2024-03-02,459.06,NaN,No,Cash,8.0,East
1087,2024-03-15,222.88,3,Yes,Credit,6.0,North
1031,2024-03-07,428.99,4,No,  Credit  ,3.0,North
1007,2024-03-18,193.3,2,No,Cash,8.0,South
1053,2024-03-06,477.95,5,No,Debit,5.0,East
1019,2024-03-05,158.2,1,No,Cash,10.0,South
1076,2024-03-01,184.95,1,No,Pix,7.0,East
1007,2024-03-26,471.72,4,No,Credit,5.0,East
1044,2024-03-05,251.35,3,Yes,,,South
1012,2024-03-28,386.55,5,No,Pix,9.0,West
1055,2024-03-14,178.89,4,Yes,Debit,3.0,North
1061,2024-03-26,11.84,5,Yes,Debit,6.0,East
1074,2024-03-17,489.31,1,No,Pix,8.0,South
1065,2024-03-21,405.64,5,Yes,,,East
1068,2024-03-18,496.4,NaN,Yes,  Credit  ,6.0,East
1091,2024-03-08,238.73,3,Yes,Pix,3.0,East
1088,2024-03-22,326.83,5,Yes,Debit,3.0,South
1022,2024-03-16,232.72,5,Yes,,,South
1070,2024-03-12,error,5,Yes,Credit,9.0,North
1055,2024-03-21,100.18,4,No,Cash,10.0,North
1057,2024-03-04,188.07,NaN,Yes,  Credit  ,5.0,East
1087,2024-03-01,141.77,1,No,Debit,6.0,East
1022,2024-03-20,377.21,NaN,Yes,Pix,8.0,West
1005,2024-03-06,396.96,5,Yes,Credit,9.0,West
1039,2024-03-14,146.19,2,No,,,North
1050,2024-03-17,71.55,1,No,Cash,4.0,North
1080,2024-03-13,412.4,4,No,,,South
1088,2024-03-25,42.18,5,No,,,West
1023,2024-03-10,219.45,1,No,,,West
1017,2024-03-20,316.88,5,No,,,South
1022,2024-03-02,371.18,1,Yes,,,South
1064,2024-03-03,384.15,5,No,  Credit  ,8.0,North
1033,2024-03-18,272.44,1,Yes,Debit,3.0,West
1013,2024-03-04,60.65,4,No,Pix,5.0,North
1071,2024-03-02,250.22,4,Yes,,,East
1066,2024-03-27,89.22,1,No,Credit,9.0,West
